Date,Nr Used Entrances,Temperature (mean),Precipitation (sum),Vacation,Event,Campaign
2024-06-01,4267,17.4,1.5,May Vacation,0,Yes
2024-06-02,5414,14.8,0.0,May Vacation,0,Yes
2024-06-03,1213,13.9,0.4,Pentecost Vacation,0,Yes
2024-06-04,1237,15.9,4.0,Pentecost Vacation,0,Yes
2024-06-05,1808,13.3,2.0,Pentecost Vacation,0,Yes
2024-06-06,1629,12.0,0.2,Pentecost Vacation,0,Yes
2024-06-07,1572,12.3,2.1,Pentecost Vacation,0,Yes
2024-06-08,3864,13.2,2.0,May Vacation,0,Yes
2024-06-09,5419,12.0,0.4,May Vacation,0,Yes
2024-06-10,721,11.3,23.1,0,0,Yes
2024-06-11,1394,11.5,5.2,0,0,Yes
2024-06-12,1570,10.9,1.3,0,0,Yes
2024-06-13,1898,12.4,0.2,Summer Vacation,0,Yes
2024-06-14,2930,14.9,3.7,Summer Vacation,0,Yes
2024-06-15,3140,14.8,11.2,Summer Vacation,0,Yes
2024-06-16,3008,14.3,8.3,Summer Vacation,0,Yes
2024-06-17,1752,15.4,1.1,Summer Vacation,0,Yes
2024-06-18,1720,14.9,8.2,Summer Vacation,0,Yes
2024-06-19,2485,14.7,1.0,Summer Vacation,0,Yes
2024-06-20,2311,14.8,1.6,Summer Vacation,0,Yes
2024-06-21,1693,16.9,8.9,Summer Vacation,0,Yes
2024-06-22,4479,16.3,0.9,Summer Vacation,0,Yes
2024-06-23,5401,17.2,0.2,Summer Vacation,0,Yes
2024-06-24,2439,17.7,0.0,Summer Vacation,0,Yes
2024-06-25,1676,20.4,0.0,Summer Vacation,0,Yes
2024-06-26,1367,22.4,0.0,Summer Vacation,0,Yes
2024-06-27,1236,23.6,0.2,Summer Vacation,0,Yes
2024-06-28,3315,17.9,0.1,Summer Vacation,TT Assen MotoGP,Yes
2024-06-29,4225,18.2,0.2,Summer Vacation,TT Assen MotoGP,Yes
2024-06-30,4600,17.8,4.9,Summer Vacation,TT Assen MotoGP,Yes
2024-07-01,1502,15.2,9.4,Summer Vacation,0,Yes
2024-07-02,1698,14.0,3.1,Summer Vacation,0,Yes
2024-07-03,1211,13.0,4.2,Summer Vacation,0,Yes
2024-07-04,2726,14.9,2.7,Summer Vacation,0,Yes
2024-07-05,2084,15.0,0.9,Summer Vacation,Noorderzon Festival Groningen,Yes
2024-07-06,3006,17.1,0.6,Summer Vacation,0,Yes
2024-07-07,5008,14.7,1.5,Summer Vacation,0,Yes
2024-07-08,3592,16.6,1.5,Summer Vacation,0,Yes
2024-07-09,2157,21.6,4.0,Summer Vacation,0,Yes
2024-07-10,2962,19.5,0.9,Summer Vacation,0,Yes
2024-07-11,3953,17.2,0.2,Summer Vacation,0,Yes
2024-07-12,1965,14.5,18.9,Summer Vacation,Drentse Fiets4Daagse Assen,Yes
2024-07-13,2936,14.8,6.5,Summer Vacation,0,Yes
2024-07-14,6219,15.8,1.5,Summer Vacation,0,Yes
2024-07-15,3282,18.3,0.0,Summer Vacation,0,Yes
2024-07-16,2928,17.9,18.2,Summer Vacation,0,Yes
2024-07-17,5024,17.4,2.5,Summer Vacation,0,Yes
2024-07-18,4039,18.6,0.1,Summer Vacation,0,Yes
2024-07-19,2252,21.2,0.0,Summer Vacation,0,Yes
2024-07-20,2518,23.0,0.0,Summer Vacation,0,Yes
2024-07-21,3141,21.5,19.0,Summer Vacation,0,Yes
2024-07-22,5272,18.6,0.7,Summer Vacation,0,0
2024-07-23,2799,18.4,10.3,Summer Vacation,0,0
2024-07-24,7730,16.7,0.4,Summer Vacation,0,0
2024-07-25,5590,17.4,1.8,Summer Vacation,0,0
2024-07-26,3440,18.8,3.6,Summer Vacation,0,0
2024-07-27,4525,18.0,1.2,Summer Vacation,0,0
2024-07-28,5859,17.7,0.6,Summer Vacation,0,0
2024-07-29,4436,17.5,0.0,Summer Vacation,0,0
2024-07-30,2850,20.7,0.0,Summer Vacation,0,0
2024-07-31,3530,19.8,0.0,Summer Vacation,0,0
2024-08-01,4783,17.9,1.3,Summer Vacation,0,0
2024-08-02,4115,18.2,0.0,Summer Vacation,0,0
2024-08-03,4193,19.0,7.0,Summer Vacation,0,0
2024-08-04,5884,17.4,0.7,Summer Vacation,0,0
2024-08-05,4350,18.1,0.0,Summer Vacation,0,0
2024-08-06,2175,20.5,0.0,Summer Vacation,0,0
2024-08-07,4707,18.9,3.1,Summer Vacation,0,0
2024-08-08,6190,18.8,0.5,Summer Vacation Make-up Day,0,0
2024-08-09,3451,19.6,3.9,Summer Vacation,0,0
2024-08-10,5188,18.6,0.8,Summer Vacation,0,0
2024-08-11,4433,20.0,0.0,Summer Vacation,0,0
2024-08-12,1598,20.9,0.0,Summer Vacation,0,0
2024-08-13,1642,22.5,12.0,Summer Vacation,0,0
2024-08-14,3974,21.6,8.8,Summer Vacation,0,0
2024-08-15,6472,21.0,0.5,Summer Vacation,0,0
2024-08-16,2802,19.2,23.7,Summer Vacation,Summer Carnival Groningen,0
2024-08-17,5258,18.2,0.1,Summer Vacation,0,0
2024-08-18,5173,17.9,0.0,Summer Vacation,0,0
2024-08-19,4673,16.7,0.0,Summer Vacation,0,0
2024-08-20,3709,19.2,13.2,Summer Vacation,0,0
2024-08-21,5753,16.1,8.9,Summer Vacation,0,0
2024-08-22,4654,18.0,0.0,Summer Vacation,0,0
2024-08-23,3535,19.5,0.5,Summer Vacation,Bluesnight Festival Groningen,0
2024-08-24,3892,20.6,4.3,Summer Vacation,0,0
2024-08-25,5087,16.4,2.3,Summer Vacation,0,0
2024-08-26,4051,16.5,0.5,Summer Vacation,0,0
2024-08-27,4226,17.7,0.0,Summer Vacation,0,0
2024-08-28,2075,20.5,0.0,Summer Vacation,0,0
2024-08-29,2151,21.3,0.3,Summer Vacation,0,0
2024-08-30,3382,17.1,0.0,Summer Vacation,0,0
2024-08-31,4401,17.1,0.0,Summer Vacation,Assen Autumn Fair,0
2024-09-01,4034,20.2,0.0,Summer Vacation,0,0
2024-09-02,1172,21.7,0.4,0,0,0
2024-09-03,1793,20.9,0.4,0,0,0
2024-09-04,984,18.0,6.5,0,0,0
2024-09-05,2261,22.3,0.0,0,0,0
2024-09-06,1636,21.8,0.8,0,0,0
2024-09-07,3820,19.9,0.0,0,Groningen Ontzettend Nederlands Festival,0
2024-09-08,4468,19.7,0.3,0,0,0
2024-09-09,1724,15.9,1.0,0,0,0
2024-09-10,1505,14.5,8.1,0,0,0
2024-09-11,946,11.2,13.3,0,0,0
2024-09-12,1396,9.5,1.9,0,0,0
2024-09-13,1996,11.3,0.2,0,0,0
2024-09-14,3771,11.9,0.0,0,0,0
2024-09-15,5180,12.9,0.0,0,0,0
2024-09-16,1483,14.9,0.9,0,0,0
2024-09-17,1732,16.4,0.0,0,0,0
2024-09-18,2593,16.4,0.0,0,0,0
2024-09-19,1901,16.7,0.1,0,0,0
2024-09-20,2183,17.6,0.0,0,0,0
2024-09-21,5462,16.5,0.0,0,0,0
2024-09-22,6542,16.2,0.0,0,0,0
2024-09-23,947,16.0,3.7,0,0,0
2024-09-24,2250,14.8,2.9,0,0,0
2024-09-25,1155,13.7,4.6,0,0,0
2024-09-26,907,15.2,10.8,0,0,0
2024-09-27,1127,12.7,23.6,0,0,0
2024-09-28,3043,10.4,0.7,0,0,0
2024-09-29,5921,10.1,0.0,0,0,0
2024-09-30,956,11.5,9.3,0,0,0
2024-10-01,347,12.8,4.5,0,UTOPIA Music Festival Groningen,0
2024-10-02,1084,11.0,0.3,Autumn Vacation,0,0
2024-10-03,3347,9.9,0.0,Autumn Vacation,0,0
2024-10-04,2218,8.8,0.0,German Unity Day,0,0
2024-10-05,4512,8.2,0.0,Autumn Vacation,0,0
2024-10-06,4769,9.9,0.0,Autumn Vacation,0,0
2024-10-07,1872,13.8,2.2,Autumn Vacation,0,0
2024-10-08,1669,15.2,5.3,Autumn Vacation,0,0
2024-10-09,1602,13.8,7.9,Autumn Vacation,0,0
2024-10-10,981,11.5,6.6,Autumn Vacation,0,0
2024-10-11,1658,8.2,0.2,Autumn Vacation,0,0
2024-10-12,3905,8.2,0.0,Autumn Vacation,0,0
2024-10-13,3729,10.0,5.0,Autumn Vacation,0,0
2024-10-14,1349,7.7,0.3,Autumn Vacation,0,Yes
2024-10-15,2209,7.6,0.0,Autumn Vacation,0,Yes
2024-10-16,3736,13.2,0.0,Autumn Vacation,0,Yes
2024-10-17,1969,15.8,0.1,Autumn Vacation,0,Yes
2024-10-18,2040,16.2,1.3,Autumn Vacation,0,Yes
2024-10-19,2878,14.1,7.1,Autumn Vacation,0,Yes
2024-10-20,4707,14.6,1.0,Autumn Vacation,0,Yes
2024-10-21,1718,14.4,3.7,Autumn Vacation,0,Yes
2024-10-22,2246,11.7,8.5,Autumn Vacation,0,Yes
2024-10-23,2793,10.2,0.1,Autumn Vacation,0,Yes
2024-10-24,2751,10.3,0.0,Autumn Vacation,0,Yes
2024-10-25,2217,12.4,0.0,Autumn Vacation,Groningen Museum Night,Yes
2024-10-26,4258,13.0,0.0,Autumn Vacation,0,Yes
2024-10-27,5245,12.4,0.6,Autumn Vacation,0,Yes
2024-10-28,3696,11.3,2.2,Autumn Vacation,0,Yes
2024-10-29,3953,13.1,2.5,Autumn Vacation,0,Yes
2024-10-30,6783,12.6,0.1,Autumn Vacation,0,Yes
2024-10-31,7004,10.9,0.0,Reformation Day,0,Yes
2024-11-01,6060,11.0,0.0,Autumn Vacation,0,Yes
2024-11-02,4453,9.7,0.0,Autumn Vacation,0,Yes
2024-11-03,4722,4.5,0.0,Autumn Vacation,0,Yes
2024-11-04,1190,6.4,0.0,0,0,0
2024-11-05,755,5.5,0.0,0,0,0
2024-11-06,813,4.7,0.0,0,0,0
2024-11-07,573,5.5,0.0,0,0,0
2024-11-08,794,4.8,0.0,0,0,0
2024-11-09,2187,6.8,0.0,0,0,0
2024-11-10,2903,8.1,0.5,0,0,0
2024-11-11,470,8.8,6.5,0,0,0
2024-11-12,646,7.8,0.3,0,0,0
2024-11-13,721,8.1,0.0,0,0,0
2024-11-14,647,10.3,0.1,0,0,0
2024-11-15,787,8.6,0.0,0,0,0
2024-11-16,2106,8.4,1.7,0,Sinterklaas Arrival Groningen,0
2024-11-17,2250,6.1,2.5,0,0,0
2024-11-18,711,3.9,3.8,0,0,0
2024-11-19,195,2.2,14.3,0,0,0
2024-11-20,363,1.5,2.2,0,0,0
2024-11-21,327,0.7,1.1,0,0,0
2024-11-22,354,1.1,2.8,0,Christmas Market Emmen,0
2024-11-23,1142,2.8,9.8,0,0,0
2024-11-24,2639,13.3,3.4,0,0,0
2024-11-25,242,13.3,4.0,0,0,0
2024-11-26,507,6.9,1.8,0,0,0
2024-11-27,141,6.0,8.7,0,0,0
2024-11-28,671,6.1,4.3,0,0,0
2024-11-29,660,3.1,0.0,0,0,0
2024-11-30,1531,2.5,0.0,0,0,0
2024-12-01,1642,5.0,0.0,0,0,0
2024-12-02,265,8.4,1.7,0,0,0
2024-12-03,332,6.0,0.6,0,0,0
2024-12-04,424,3.3,0.7,0,0,0
2024-12-05,121,4.7,7.8,0,0,0
2024-12-06,238,7.8,14.2,0,0,0
2024-12-07,720,6.9,2.8,0,0,0
2024-12-08,1720,5.7,1.4,0,0,0
2024-12-09,289,5.3,1.1,0,0,0
2024-12-10,250,4.8,0.0,0,0,0
2024-12-11,469,3.7,0.1,0,0,0
2024-12-12,287,4.0,0.2,0,0,0
2024-12-13,452,1.9,0.0,0,Christmas Market Groningen,0
2024-12-14,1052,2.7,0.8,0,Winter Wonderland Assen,0
2024-12-15,1361,6.8,0.1,0,0,0
2024-12-16,322,10.0,0.2,0,0,Yes
2024-12-17,327,7.8,0.7,0,0,Yes
2024-12-18,251,9.8,1.2,0,0,Yes
2024-12-19,127,8.2,10.8,0,0,Yes
2024-12-20,546,5.1,0.1,0,0,Yes
2024-12-21,3009,7.0,4.9,Christmas Vacation,0,Yes
2024-12-22,3542,4.1,8.9,Christmas Vacation,0,Yes
2024-12-23,5089,4.9,1.0,Christmas Vacation,0,0
2024-12-24,3068,4.0,1.8,Christmas Vacation,0,0
2024-12-25,1009,8.0,0.0,Christmas Day,0,0
2024-12-26,6114,7.3,0.0,Boxing Day,0,0
2024-12-27,8280,3.7,0.0,Christmas Vacation,0,0
2024-12-28,8019,-0.4,0.0,Christmas Vacation,0,0
2024-12-29,10646,2.9,0.0,Christmas Vacation,0,0
2024-12-30,8119,6.0,0.0,Christmas Vacation,0,0
2025-01-02,10116,3.2,0.3,Christmas Vacation,0,0
2025-01-03,7146,1.1,1.5,Christmas Vacation,0,0
2025-01-04,7478,0.2,0.0,Christmas Vacation,0,0
2025-01-05,1632,2.8,14.9,Christmas Vacation,0,0
2025-01-06,5,9.3,4.9,Christmas Vacation,0,Yes
2025-01-07,186,3.4,0.3,0,0,Yes
2025-01-08,504,1.9,2.2,0,0,Yes
2025-01-09,200,1.0,0.8,0,0,Yes
2025-01-10,249,1.2,6.3,0,0,Yes
2025-01-11,1464,0.4,0.2,0,0,Yes
2025-01-12,2247,1.0,0.0,0,0,Yes
2025-01-13,237,-0.4,0.0,0,0,Yes
2025-01-14,284,2.1,0.1,0,0,Yes
2025-01-15,349,5.8,0.0,0,0,Yes
2025-01-16,601,4.1,0.0,0,0,Yes
2025-01-17,518,0.2,0.0,0,0,Yes
2025-01-18,1732,-1.2,0.0,0,0,Yes
2025-01-19,2261,-1.8,0.0,0,0,Yes
2025-01-20,309,-1.3,0.0,0,0,Yes
2025-01-21,347,-0.4,0.0,0,0,Yes
2025-01-22,446,1.4,3.1,0,0,Yes
2025-01-23,323,4.3,5.5,0,0,Yes
2025-01-24,325,6.7,5.2,0,0,Yes
2025-01-25,1285,5.6,6.0,0,0,Yes
2025-01-26,3439,3.0,2.8,0,0,Yes
2025-01-27,518,8.1,6.7,0,0,Yes
2025-01-28,475,7.4,1.1,0,0,Yes
2025-01-29,438,6.6,4.1,0,0,Yes
2025-01-30,330,4.1,3.2,0,0,Yes
2025-01-31,854,2.1,0.0,0,0,Yes
2025-02-01,2292,0.1,0.0,0,0,Yes
2025-02-02,3547,-1.1,0.0,0,0,Yes
2025-02-03,1063,-0.6,0.0,0,0,Yes
2025-02-04,487,1.0,0.0,0,0,Yes
2025-02-05,592,4.4,0.0,0,0,Yes
2025-02-06,549,2.7,0.0,0,0,Yes
2025-02-07,600,1.9,0.0,0,0,Yes
2025-02-08,1809,2.6,0.0,0,0,Yes
2025-02-09,3328,2.7,0.1,0,0,Yes
2025-02-10,672,1.8,0.0,0,0,Yes
2025-02-11,243,1.8,7.5,0,0,Yes
2025-02-12,232,1.0,3.0,0,0,Yes
2025-02-13,279,-1.3,0.5,0,0,Yes
2025-02-14,849,0.1,0.0,0,0,Yes
2025-02-15,1874,0.6,0.1,Spring Holiday,0,Yes
2025-02-16,2652,-0.6,0.0,Spring Holiday,0,Yes
2025-02-17,1923,-1.7,0.0,Spring Holiday,0,Yes
2025-02-18,1888,-2.3,0.0,Spring Holiday,0,Yes
2025-02-19,2538,0.1,0.0,Spring Holiday,0,Yes
2025-02-20,2155,3.8,0.8,Spring Holiday,0,Yes
2025-02-21,4938,11.8,0.0,Spring Holiday,0,Yes
2025-02-22,2887,10.2,2.4,Spring Holiday,0,Yes
2025-02-23,4500,9.1,0.0,Spring Holiday,0,Yes
2025-02-24,713,10.5,3.6,Spring Holiday,0,0
2025-02-25,1211,8.2,0.2,Spring Holiday,0,0
2025-02-26,1878,6.8,5.3,Spring Holiday,0,0
2025-02-27,671,4.8,6.2,Spring Holiday,0,0
2025-02-28,1452,3.8,0.2,Spring Holiday,0,0
2025-03-01,2657,3.7,0.0,Spring Holiday,0,0
2025-03-02,3942,1.6,0.0,Spring Holiday,0,0
2025-03-03,1866,2.3,0.0,Spring Holiday,0,0
2025-03-04,1237,3.4,0.0,Spring Holiday,0,0
2025-03-05,1630,6.1,0.0,Spring Holiday,0,0
2025-03-06,1554,7.6,0.0,Spring Holiday,0,0
2025-03-07,1833,10.1,0.0,Spring Holiday,0,0
2025-03-08,4501,10.2,0.0,Spring Holiday,0,0
2025-03-09,5434,9.5,0.0,Spring Holiday,0,0
2025-03-10,1103,7.1,0.0,0,0,0
2025-03-11,535,4.9,0.1,0,0,0
2025-03-12,671,3.8,0.5,0,0,0
2025-03-13,514,2.3,0.6,0,0,0
2025-03-14,710,2.3,0.5,0,0,0
2025-03-15,2749,2.9,0.0,0,0,0
2025-03-16,3986,2.9,0.1,0,0,0
2025-03-17,784,3.4,0.0,0,0,0
2025-03-18,824,3.0,0.0,0,0,0
2025-03-19,1419,5.6,0.0,0,0,0
2025-03-20,1070,9.4,0.0,0,0,0
2025-03-21,1754,11.6,0.0,0,0,0
2025-03-22,4059,12.5,0.0,0,0,0
2025-03-23,3541,10.6,42.1,0,0,0
2025-03-24,883,10.3,0.1,0,0,0
2025-03-25,685,8.3,0.8,0,0,0
2025-03-26,950,7.5,0.4,0,0,0
2025-03-27,1198,7.1,0.0,0,0,0
2025-03-28,2363,8.9,0.3,0,0,0
2025-03-29,3753,8.5,0.1,0,0,0
2025-03-30,3558,8.9,1.8,0,0,0
2025-03-31,1411,7.8,0.0,0,0,Yes
2025-04-01,1057,7.8,0.0,0,0,Yes
2025-04-02,1598,10.1,0.0,0,0,Yes
2025-04-03,1358,12.1,0.0,0,0,Yes
2025-04-04,1575,12.4,0.0,0,0,Yes
2025-04-05,3513,8.3,0.0,0,0,Yes
2025-04-06,4217,6.2,0.0,0,0,Yes
2025-04-07,1601,6.6,0.0,0,0,Yes
2025-04-08,1570,7.5,0.0,0,0,Yes
2025-04-09,2459,7.3,0.1,0,0,Yes
2025-04-10,1359,9.1,0.0,0,0,Yes
2025-04-11,1709,11.2,0.0,0,0,Yes
2025-04-12,4734,13.9,0.0,0,0,Yes
2025-04-13,3383,14.6,1.8,0,0,Yes
2025-04-14,3278,12.5,0.1,Palm Sunday,0,Yes
2025-04-15,3423,15.1,4.3,0,0,Yes
2025-04-16,2953,11.7,5.5,0,0,Yes
2025-04-17,2038,9.7,2.2,0,0,Yes
2025-04-18,3080,9.0,3.0,Good Friday,0,Yes
2025-04-19,3970,9.2,0.0,May Holiday,0,Yes
2025-04-20,5218,9.3,0.0,Easter Sunday,0,Yes
2025-04-21,3830,10.8,5.5,Easter Monday,0,Yes
2025-04-22,3609,11.7,1.6,0,0,Yes
2025-04-23,3550,11.8,3.4,0,0,Yes
2025-04-24,1360,10.2,11.9,0,0,Yes
2025-04-25,3925,10.3,0.4,0,Kingsnight Festival Groningen,Yes
2025-04-26,2962,11.9,0.0,King's Day; May Holiday,King's Day Celebration Groningen; King's Day Celebration Assen,Yes
2025-04-27,4142,13.1,0.0,May Holiday,0,Yes
2025-04-28,3711,13.2,0.0,0,0,0
2025-04-29,4858,13.8,0.0,0,0,0
2025-04-30,5388,16.0,0.0,0,0,0
2025-05-01,5433,19.1,0.0,Labour Day,0,0
2025-05-02,4819,17.0,1.8,0,0,0
2025-05-03,5473,11.6,0.0,May Holiday,0,0
2025-05-04,4703,9.6,0.4,May Holiday,0,0
2025-05-05,3651,8.7,0.1,Liberation Day; May Holiday,0,Yes
2025-05-06,1346,8.9,0.3,May Holiday,0,Yes
2025-05-07,1593,11.3,0.6,May Holiday,0,Yes
2025-05-08,1653,12.4,0.0,May Holiday,0,Yes
2025-05-09,1393,12.5,0.0,May Holiday,0,Yes
2025-05-10,3567,13.3,0.0,May Holiday,Assen Motorcycle Market,Yes
2025-05-11,3912,16.9,0.0,May Holiday,0,Yes
2025-05-12,1063,16.6,0.0,0,0,0
2025-05-13,1532,15.4,0.0,0,0,0
2025-05-14,1543,13.7,0.0,0,0,0
2025-05-15,1355,12.7,0.0,0,0,0
2025-05-16,1493,12.1,0.0,0,0,0
2025-05-17,3997,13.4,0.4,0,Emmen City Festival,0
2025-05-18,4009,13.3,0.4,0,0,0
2025-05-19,1361,14.5,0.0,0,0,0
2025-05-20,1399,15.4,0.0,0,0,0
2025-05-21,1438,13.1,0.0,0,0,0
2025-05-22,1159,10.8,1.0,0,0,0
2025-05-23,1011,9.9,2.4,0,0,0
2025-05-24,5635,11.2,1.9,0,0,0
2025-05-25,5515,14.9,12.3,0,0,0
2025-05-26,1774,14.1,1.3,0,0,0
2025-05-27,1146,14.3,10.8,0,0,0
2025-05-28,1782,14.3,8.9,0,0,0
2025-05-29,4962,13.0,2.3,Ascension Day,0,0
2025-05-30,7320,17.4,0.7,0,0,0
2025-05-31,5826,18.6,0.0,0,0,0
2025-06-01,4363,17.4,5.2,0,0,0
2025-06-02,1088,14.6,0.3,0,0,0
2025-06-03,2128,16.3,0.0,0,0,0
2025-06-04,1497,16.1,0.4,0,0,0
2025-06-05,879,14.2,3.7,0,0,0
2025-06-06,1443,15.2,8.3,0,0,0
2025-06-07,2626,13.2,10.1,0,0,0
2025-06-08,3792,12.0,14.7,Pentecost Sunday,0,0
2025-06-09,7254,13.3,1.4,Pentecost Monday,0,0
2025-06-10,2087,13.8,6.0,0,0,0
2025-06-11,2400,13.9,0.2,0,0,0
2025-06-12,1488,16.9,0.0,0,0,0
2025-06-13,3666,22.1,0.0,0,0,0
2025-06-14,1845,23.5,0.7,0,0,0
2025-06-15,3567,18.3,1.2,0,0,0
2025-06-16,1909,17.5,0.3,0,0,Yes
2025-06-17,1907,18.6,0.0,0,0,Yes
2025-06-18,1392,19.2,0.0,0,0,Yes
2025-06-19,3165,16.5,0.0,0,0,Yes
2025-06-20,2346,16.4,0.0,0,0,Yes
2025-06-21,2272,21.8,0.0,0,0,Yes
2025-06-22,1682,23.2,3.1,0,0,Yes
2025-06-23,1571,17.8,1.6,0,0,Yes
2025-06-24,2208,17.5,2.6,0,0,Yes
2025-06-25,2471,20.1,0.9,0,0,Yes
2025-06-26,1282,19.0,13.4,Summer Holiday,0,Yes
2025-06-27,2370,17.3,3.6,Summer Holiday,TT Assen MotoGP,Yes
2025-06-28,3699,20.6,0.5,Summer Holiday,TT Assen MotoGP,Yes
2025-06-29,3352,20.6,0.3,Summer Holiday,TT Assen MotoGP,Yes
2025-06-30,1685,18.9,0.0,Summer Holiday,0,Yes
2025-07-01,1013,24.4,0.0,Summer Holiday,0,Yes
2025-07-02,475,24.9,5.2,Summer Holiday,0,Yes
2025-07-03,2576,17.4,0.8,Summer Holiday,0,Yes
2025-07-04,2082,17.5,0.0,Summer Holiday,Noorderzon Festival Groningen,Yes
2025-07-05,3981,18.4,0.2,Summer Holiday,0,Yes
2025-07-06,2748,17.4,21.3,Summer Holiday,0,Yes
2025-07-07,1878,14.9,18.7,Summer Holiday,0,Yes
2025-07-08,2382,14.8,1.2,Summer Holiday,0,Yes
2025-07-09,3086,16.4,0.6,Summer Holiday,0,Yes
2025-07-10,2731,16.7,2.1,Summer Holiday,0,Yes
2025-07-11,2336,17.9,1.1,Summer Holiday,Drentse Fiets4Daagse Assen,Yes
2025-07-12,3863,18.4,0.2,Summer Holiday,0,Yes
2025-07-13,4603,18.7,1.4,Summer Holiday,0,Yes
2025-07-14,3001,19.0,0.2,Summer Holiday,0,Yes
2025-07-15,4039,18.4,1.0,Summer Holiday,0,Yes
2025-07-16,2424,16.3,6.4,Summer Holiday,0,Yes
2025-07-17,4020,17.4,2.1,Summer Holiday,0,Yes
2025-07-18,3510,19.0,0.4,Summer Holiday,0,Yes
2025-07-19,4836,21.7,0.0,Summer Holiday,0,Yes
2025-07-20,3942,21.1,17.9,Summer Holiday,0,Yes
2025-07-21,4354,18.4,7.9,Summer Holiday,0,0
2025-07-22,3813,17.3,3.5,Summer Holiday,0,0
2025-07-23,6680,18.7,0.9,Summer Holiday,0,0
2025-07-24,5753,18.7,0.0,Summer Holiday,0,0
2025-07-25,5208,18.6,2.6,Summer Holiday,0,0
2025-07-26,5977,18.0,2.4,Summer Holiday,0,0
2025-07-27,5948,17.3,2.1,Summer Holiday,0,0
2025-07-28,4828,16.4,1.6,Summer Holiday,0,0
2025-07-29,7377,15.8,0.7,Summer Holiday,0,0
2025-07-30,8339,16.0,0.1,Summer Holiday,0,0
2025-07-31,6513,17.3,1.0,Summer Holiday,0,0
2025-08-01,3107,15.8,8.8,Summer Holiday,0,0
2025-08-02,3980,15.5,8.0,Summer Holiday,0,0
2025-08-03,6021,16.9,4.1,Summer Holiday,0,0
2025-08-04,4765,18.7,3.0,Summer Holiday,0,0
2025-08-05,5265,16.1,1.2,Summer Holiday,0,0
2025-08-06,8198,15.9,0.6,Summer Holiday,0,0
2025-08-07,6857,18.0,0.0,Summer Holiday,0,0
2025-08-08,5145,19.4,0.8,Summer Holiday,0,0
2025-08-09,4776,18.2,0.0,Summer Holiday,0,0
2025-08-10,5871,17.8,0.0,Summer Holiday,0,0
2025-08-11,5270,18.5,0.0,Summer Holiday,0,0
2025-08-12,3055,21.6,0.1,Summer Holiday,0,0
2025-08-13,1985,23.8,0.0,Summer Holiday,0,0
2025-08-14,2191,24.1,0.0,Summer Holiday,0,0
2025-08-15,2726,21.4,0.0,Summer Holiday,Summer Carnival Groningen,0
2025-08-16,5612,18.2,0.1,Summer Holiday,0,0
2025-08-17,6015,16.5,0.5,Summer Holiday,0,0
2025-08-18,3877,17.5,0.0,Summer Holiday,0,Yes
2025-08-19,3500,17.8,0.0,Summer Holiday,0,Yes
2025-08-20,5018,17.6,0.2,Summer Holiday,0,Yes
2025-08-21,5901,15.4,0.1,Summer Holiday,0,Yes
2025-08-22,4737,14.8,0.3,Summer Holiday,Bluesnight Festival Groningen,Yes
2025-08-23,4622,14.5,0.1,Summer Holiday,0,Yes
2025-08-24,5759,13.8,0.1,Summer Holiday,0,Yes
2025-08-25,3102,15.1,0.1,Summer Holiday,0,Yes
2025-08-26,2171,17.9,1.7,Summer Holiday,0,Yes
2025-08-27,2930,19.6,0.0,Summer Holiday,0,Yes
2025-08-28,1864,18.9,0.7,Summer Holiday,0,Yes
2025-08-29,1838,17.3,4.0,Summer Holiday,0,Yes
2025-08-30,3882,17.0,0.6,Summer Holiday,Assen Autumn Fair,Yes
2025-08-31,3653,18.8,1.2,Summer Holiday,0,Yes
2025-09-01,1269,17.1,17.9,0,0,0
2025-09-02,2391,16.9,0.3,0,0,0
2025-09-03,1732,18.8,1.2,0,0,0
2025-09-04,2041,18.3,0.0,0,0,0
2025-09-05,1665,16.6,0.8,0,0,0
2025-09-06,3781,15.2,0.0,0,Groningen Ontzettend Nederlands Festival,0
2025-09-07,6334,18.8,0.0,0,0,0
